,Customer Name,Review Title,Rating,Reviews
683,sukhdeep s.,Awsm camra from mi,5.0 out of 5 stars,  Its nice camra with small software's issue in app i hope mi will soon fix them otherwise good quality camra from mi.
684,Meenu,Want repair,2.0 out of 5 stars,  Hi have bought this canera before two months. It was going on smoothly but suddenly disconnected from phone. Now cant connect with mobile. Pls guide me or tell me the service center.
685,Uttam,Great Product,5.0 out of 5 stars,  Quality is superb. Motion detection is bit late.Easy to install. Works by power bank as well.
686,Amazon Customer,hotspot not connecting,3.0 out of 5 stars,"  this is not work on mobile hotspot, it is require other wifi connection. and also not worked offline. waste product"
687,Girish Janardhan Bobade,look good but .....,2.0 out of 5 stars,  wifi connection issueapp not working properly
688,Niranjan Mehta,Nice product,4.0 out of 5 stars,"  Fantastic Product and value for money, at this price you cannot get such a beautifully designed product.Worth buying"
689,Manish Shete,Value for money,5.0 out of 5 stars,  Good product and value for money
690,vijay,A good product.,4.0 out of 5 stars,  Over all a good product...Night vision is really good...Sometimes it gives false human Motion detection notifications but its ok....
691,Anonymous4,Best Product ever and Value for Money,5.0 out of 5 stars,  Amazing...just Amazing.  I tried ordering to Order directly through MI Website but it was out out stock for long time.  I could get it through Amazon. Thank you so much Amazon.
692,Varadaraj Nayak,Value for money,3.0 out of 5 stars,  Build quality isn't the best..video captures are decent enough
693,V€!.U,Best  Security camera for Small home,4.0 out of 5 stars,"  Good for small home,Motion detection and Night vision are average,Memory card support need atleast 128GB, 64GB not Enough,"
694,Mine c.,Best for home motion recording and not for instant monitoring,5.0 out of 5 stars,  Need software updation to set default view location. Frequently stucks and take more time to intialise. May be server problem and file upload to cloud.
695,Dan elango ,Good for home surveillance with one cam,4.0 out of 5 stars,  Motion detection is super night vision is satisfying picture quality is good.Issue is sharing divice as view only but it added as view and control as administrator. Please correct it mi team.
696,Mir Nisar Ahmad,Mi camera 360,4.0 out of 5 stars,"  I found only one issue that is memory issue , i think 64 gb is not going to work in future srry guys if u wana buy this  product make sure only memory is a negative point otherwise perfect camera ."
697,kunalc,Night vision sucks,1.0 out of 5 stars,  Night vision wont work.... when it's dark it switches to night vision and freezes... have to do a reset every day... camera stops working..... works fine during the day
698,DR ROHIT ANAND,Installation difficult,4.0 out of 5 stars,  All good except installation scan it with full brightbness on phone other it will not scan
699,SUDARVANAN O,Defective product,3.0 out of 5 stars,  This product not dedect SD card hence I have returned
700,Kabilan,Excellent security camera for ever,5.0 out of 5 stars,"  Excellent security cameraEverything was working good like night vision , motion detection , zooming , calling function , etc .Special Thanks to MI"
701,sanjay,not working,1.0 out of 5 stars,  dont know who to contact to set it up no call center
702,Amazon Customer,Amazing !!,5.0 out of 5 stars,"  Amazing product. Very easy to install. It took me seconds to configure. Great picture quality, all you need is a good wifi and you are a set."
703,Santosh Itkare,Best in budget,4.0 out of 5 stars,"  Good picture video quality, perfect notification  best for two way communication."
704,Amar,AWESOME.,5.0 out of 5 stars,  awesome.  no comparison.  Thank you AMAZON for providing this product in cheapest price.
705,Shamik Saha,A very good monitoring camera,5.0 out of 5 stars,  This is a very good and very easy to install Camera. Overall all the features are very helpful
706,Vishal Shrivastav,Fully satisfied .,4.0 out of 5 stars,"  I'm writing this review after 5 to 6 months .Working fine , picture quality is also good but night vision is not as much as good but it's ok for the price point"
707,vinod jain,excellent,5.0 out of 5 stars,  easy to install and easy to use ...but one issue is once wifi goes offline and again comes back the camera has to be rebooted
708,Amazon Customer,Excellent with some limitations,5.0 out of 5 stars,  Cannot connect to the camera from third party app
709,Arun,Value for money...and such a great product,5.0 out of 5 stars,  Very nice product....good quality vedios and vedio recording.......power supply needed for operation all the time ....
710,Devendra Pandit,Superb,5.0 out of 5 stars,  Build quality is good. Picture and video quality is superb
711,Premjith M.,Good camera,4.0 out of 5 stars,  Good camera. But sd card getting disconnected every no and then
712,Gaurav Saxena,Easy set up camera with great utility at reasonable price,5.0 out of 5 stars,  Motion detection could have been better; otherwise I believe it's a five star product at a very affordable price and without any installation hassle
713,Amazon Customer,Good Camera,5.0 out of 5 stars,"  Good product, easy to install, clear picture quality. Good night vision and motion detection"
714,Mayur Sanghvi,Not working at all.,1.0 out of 5 stars,  Trying to connect tried all possible ways.Still not connecting.Even my wifi is very fast and i kept next to router still.Is there any way i can find a installer or technician ?
715,nagesh,Worst product,4.0 out of 5 stars,  Product not working properly
716,Mir Asad Ali Jaddi,Perfect,5.0 out of 5 stars,  Overall a good product 👌 but the speaker sound is very low pls suggest if any update or any setting changes required
717,varun vvc,Very very nice product,5.0 out of 5 stars,  Very very nice product useful small childrens caring
718,MANISH KUMAR MISHRA,Nice product,5.0 out of 5 stars,  Very nice product
719,Joy,"Great camera, for home and office.",5.0 out of 5 stars,"  Excellent, works flawlessly.Storage opt-in available. Easy to connect. You do need internet connection to monitor your home remotely.App works seamlessly with camera."
720,WILLIAM PUSHPAKARAN,good one,5.0 out of 5 stars,  works amazing. happy with functions.
721,RKVN,Okay One,4.0 out of 5 stars,  Overall a good one but motion capture and notifications should be improved a lot.
722,Rajkishore Behera,Good product,5.0 out of 5 stars,  It's a good product. All segments is good. But price is high.
723,NightHawk,Best home cam....,5.0 out of 5 stars,  Best performing indoor camera I came to know ..with this price range it's best performing camera
724,sudeshna,Unable to set up,2.0 out of 5 stars,  The camera set up is a pain.. nothing is happening post QR code ..camera is not able to scan now mattar how many times and which times i.try..its frustrating. Can anything be help me
725,Amazon Customer,mi 360 home camera share problem,5.0 out of 5 stars,"  I am the only person viewing the cameras, (using app) but i am getting 'supports simultaneous remote viewing by up to 3 users' warning and no image.what to do any idea...ikindly reply"
726,amit,Value for money,4.0 out of 5 stars,  Awesome product but some problems in network issues
727,vijyendra,Video quality is good but after few days stop connecting,2.0 out of 5 stars,"  Not able to play the live video or record video, it's saying device not connected properly and always shows buffering...."
728,Deerghayu,Excellent product,5.0 out of 5 stars,"  Great smart ip cam, lot of additional features are available other than local ip cams, it also working with alexa display."
729,Manoj,Used for more than 3 months. Works best to monitor.,5.0 out of 5 stars,  I took this to monitor my dogs and it really does the job well.
730,Amazon Customer,Good product but mount missing from box,4.0 out of 5 stars,  Good product but mount and screws missing from sealed package. Have bought several MI products till date but facing this issue first time
731,Sharik Zafar,Overall great product for simple home use,4.0 out of 5 stars,  Pros:1080p resolutionBuild quality is superiorAwesome night visionCons:Continuous power and internet requiredReset after power cutNo internal storage
732,Amazon Customer,Osm product,5.0 out of 5 stars,  Wow it's just osm clear record all is paints worth to buy it'...
733,RAMA,nice gadget,5.0 out of 5 stars,  It would have been better if the stored items (play back)  can be downloaded from handset to a computer. I don't know whether such feature exist in this.
734,Seasoned silent reviewer,"Decent quality, easy to setup",4.0 out of 5 stars,  Good product except storage
735,Haripriya .S.B,Bad,2.0 out of 5 stars,  wifi connection problem!!
736,Harshit Gunani,No warranty,3.0 out of 5 stars,  Not getting service under warranty. Mi denied service stating that they need serial number of device. Invoice doesn't has serial number of device. Stuck and helpless. Buyer beware!
737,Ashish Agrawal,Superb and easy to connect and share with loved ones.,5.0 out of 5 stars,  Superb and easy to connect and share with loved ones. Good quality videos and easy to rotate
738,DIBYENDU NAG,Fine security camera,4.0 out of 5 stars,  Camera is good but night vision is very bad
739,Latheef Abdul,Good quality but storage limitation,4.0 out of 5 stars,"  Well, this just serves its purpose but storage is a limitation. Night vision is excellent and motion detection is upto mark. Setup is easy."
740,Tarunkumar sethi,Best service from Amazon,5.0 out of 5 stars,  Good product by Amazon... perfect delivery and satisfaction..1stly i didn't get adapter..i replaced it...2nd product was seal pack no package damage..and perfect products
741,Sangeetha Nadar,Worth for money,5.0 out of 5 stars,  This product is really awesome.Easy to installCan share with maximum people at homeBest picture quality..Overall worth for money
742,Shehzadalalam,Very good.,4.0 out of 5 stars,  Very good product. Worth buying.
743,Amazon Customer,Recommended !,5.0 out of 5 stars,  Very useful ! Good picture clarity and sound quality .. no issues with it so far in the last 4 months .. worth the price
744,Nitin,Value for money product.,5.0 out of 5 stars,  Been using it for about a month now. I’m satisfied. I’d also like to point out that this cam also captures the ambient audio pretty clearly from its sorrounding.
745,sk,Waste of money and time,1.0 out of 5 stars,  Crap product and crap app services
746,Mari Raj,Mi customer,3.0 out of 5 stars,  Good security camera. But need fast and good wifi. If your wifi connection little slow it's not working. Mi team please update this problem your future model security cameras. Thank you...
747,Hari,worth for money,5.0 out of 5 stars,"  Good image quality, automation is possible in app."
748,Mandar,Gives some truble after 15 days for all my 6 cameras,1.0 out of 5 stars,  Faces issues after 15 days not good quality...Also know security of the data as this is chinese app. Alao ur data may be saved in servers located in China..
749,Sayandeep Jana,Good But Not the Best....,4.0 out of 5 stars,  Its a Good  product but When I rotate it it's take time to Focus and i don't like it.
750,Ajay Tyouharia,Okayish Camera very less features,1.0 out of 5 stars,"  The camera doesn't meet the expectations, and the worst part is that you can't return it. So be sure before placing the order whether the features meets you expectations or not."
751,Anshujit Mishra,Worth for money,5.0 out of 5 stars,  Very good product. Easily do setup and operate camera remotely using mi home software. The night vision and memory card provison is too good.
752,Abhi ,Excellent cam,4.0 out of 5 stars,  Very Happy to get this cam. Easy setup with great night vision and motion detection. Low of internet bandwidth.
753,Dilip,360 camera super compact,4.0 out of 5 stars,  I made wooden box to place 360 camera it's perfect for outdoor security also .ai detection  is super its atomic ly detect any person moves send to my phone .I just brought jio wifi and 32 HD memory card totally 4500 include wooden box
754,Amazon Customer,Set dead after some minutes of setup,1.0 out of 5 stars,  Not working after some minutes because set is not responsible
755,Nayan Ghosh,can't scan QR code,1.0 out of 5 stars,  It says waiting for wifi connection and can't scan QR code
756,Rajan,Good,5.0 out of 5 stars,  Very good camera in afordable price ...for more pls check my video ..itsrjtechi
757,Arvind Agarwal,Good Camera,5.0 out of 5 stars,  The best part is itz Pan and Tilt function
758,RAJESHRAJU,Best and cheap cctv,5.0 out of 5 stars,"  Works very well worth for price, you can watch your home from anywhere through app using your phone data itself also you can speak to people and talk clearly acts as live phone"
759,Dr swapnil,Excellent,5.0 out of 5 stars,  Everything is excellent except audio ...mi should work on voice softwares ..
760,Piyush Bajpai,Good product at right price,5.0 out of 5 stars,  Nice quality and at good price.
761,sanjoy,Good product with affordable price.,5.0 out of 5 stars,  Very good Product. Love it.
762,ayush lohariwala,Best product,5.0 out of 5 stars,  Overall product is too good..
763,Srishty,Good buy,4.0 out of 5 stars,"  Good buy,night vision n motion sender functionality adds icing on cake."
764,Sanjay s.,Best product for the price,5.0 out of 5 stars,  Excellent product but needs upgrade on AI capability.
765,Dr Rahul Sharma,Good product..,4.0 out of 5 stars,"  Good product but few more features won't hurt, that is expected from MI."
766,Guru Nunna,Superb Product,5.0 out of 5 stars,  Need auto rotation and Presets...
767,P KUMAR,X,1.0 out of 5 stars,  Delivered product without seal. Product picked back by Amazon . Amazon haven't updated the status since 5th July'20.
768,NADENDLA JHANSI JHAVERI,I feel 90% nice product,4.0 out of 5 stars,  Sometimes stops itself suddenly.while watching vedio in between break comes in voice
769,Rohit Agarwal,Good but not best,4.0 out of 5 stars,"  Its good, but not working only offline mode with sd card. Need to connect with internet to record in sd card."
770,PRADEEP,Good quality,5.0 out of 5 stars,  Good quality but this only indoor use
771,rajasekhar,Good performance.. recommended for purchase .. please see that there is proper internet connection,5.0 out of 5 stars,  Serving my purpose if there is proper internet facility available to both mobile as well as to the camera .. easily accessible at any point of time from any where ..
772,varun mehta,Memory card not provided,1.0 out of 5 stars,"  As written in description that memory card is there, but not given with the product! Highly disappointed!Also this product does not work when there is no light and at night mostly!"
773,Rajesh J Regen,Perfect Product for Small Home,5.0 out of 5 stars,"  It's a good product for the small house, it covers each corner with 360  with good picture quality and night vision. I recommend buying who needs to have remote surveillance."
774,CUSTOMER,Worth for  money,5.0 out of 5 stars,  Its the best product for our home .
775,Vipeesh,Best product in this category,5.0 out of 5 stars,  One of the best buys in the recent times. The features are superb and there is no subscription cost either. All you need is a wifi
776,Nehal Mehta ,camera not working,1.0 out of 5 stars,"  it started well but not working now...,it is under 6 months warranty and how to contact the supplier as the telephone number mentioned on website is not being attended by anyone"
777,Ravi,Recommended,4.0 out of 5 stars,  Recommended. Very easy set up and maintenance. Have used for 3 days now. No issues experienced.
778,Suresh,Value for money,4.0 out of 5 stars,  In the app it shows time difference of 2.5 hours even I select India time zone
779,Abhishek G.,Worth buying,5.0 out of 5 stars,  Excellent product and easy to setup and use
780,Amazon Customer,Excellent product.. Best in class,5.0 out of 5 stars,  Great product..very easy to use... Great features...best in this price range. Happy buy
781,Rooshi,Loved it,5.0 out of 5 stars,  Very useful and quality product
782,Vinod kumar B,Poor picture quality,3.0 out of 5 stars,  I received used item.. I hate this type business and poor picture quality
783,chintamanisunani,Avg,3.0 out of 5 stars,  Its was gud product bt u need internet ol tym .spkr sound also nt high tht anyone can hear .n the placement of mmc is too bad anyone can stole it
784,Krish agarwal,For quality performance,5.0 out of 5 stars,  HD quality performance of camera was excellent 👍👍👌
785,parveen kumar madaan,Perfect security camera,5.0 out of 5 stars,  Excellent camera fully satisfied after using 6 months
786,Sujith Nair,Just go for it. VFM.,5.0 out of 5 stars,"  NAS feature is buggy. Also, SD card recording stops after few days and you have to reformat the Memory card. I'm using 64G card."
787,WASIM NAGORI,Money vistar product,1.0 out of 5 stars,  Money vistar product
788,Raj Choudhari,Nice,4.0 out of 5 stars,  Atoz ok but sd card size is upto only 64 gbMinimum 264 gb required
789,Naijel,Good product,5.0 out of 5 stars,  Very useful product with great picture quality and easy to setup. Very happy with the product
790,harsh,SD card error,2.0 out of 5 stars,  Only issue is with SD card and critical oneSD card gives error and most important it cannot be formatted either by aap or via disk part .SD card is rendered useless.
791,AJ,Great one,5.0 out of 5 stars,  Great product.  Highly recommended
792,Amazon Customer,Amazing product,5.0 out of 5 stars,  Amazing product at such low price... One can buy blindly from my experience.
793,karan gupta,Camera hangs up frequently,3.0 out of 5 stars,  I am not satisfied with the product.. i hangs up very often.. sound is not clear at all.. neither the mic is good.. most of the time when i try to move the camera it doesn't move..
794,Shreyash customer,Speaker is very low,2.0 out of 5 stars,  Speaker is very low I'm very disappointed from this product. No possibility of dual channel communication
795,Ranjan Kumar Mohapatra,Excellent product,5.0 out of 5 stars,  Nice product for home security.
796,Maheswar,Mi 360,5.0 out of 5 stars,  This really awesome full HD clarity and sensitivity of security  picture and video clarity  very good and awesome really I recommend for family
797,Pravin,Great,5.0 out of 5 stars,"  Connects fast, good picture quality and have not faced any problem on 2 months of use."
798,krishyy,Go a head its wonderful,5.0 out of 5 stars,  Best of all camera
799,RISHABH GARG,The device is not working,1.0 out of 5 stars,"  I purchased this item from amazon , and it’s totally wastage of money , every time I restarted the device and check the recording ... I strongly recommend that please don’t buy it"
800,Amazon Customer,Just go for it,5.0 out of 5 stars,  Very good product but only for wifi users and the limited storage isn't an issue if you have 64 GB memory card motion sensor are superb along with awesome night vision and
801,Maideen,Simple and Great Cam,5.0 out of 5 stars,  Amazing Camera
802,Jaimin Vadher,Value for money,5.0 out of 5 stars,  This is very good picture quality and easy to install.
803,Prabakaran,Good Camera,4.0 out of 5 stars,  Setup was easy and picture quality is good
804,Sanjay,Good IP Camera for Home,5.0 out of 5 stars,  Night Vision is awesome.Motion Detection quite good but can be improved.Picture Quality not bad but can be improved.
805,Sandeep Valapi,Good for home purpose,5.0 out of 5 stars,  Over all product is good. But should have motion movement as well
806,Arunkumar,Good,5.0 out of 5 stars,  Super performance
807,Rubel2023,Value for money,4.0 out of 5 stars,  The product is working fine....now i can continuously monitor my home....thanks MI for such an amazing product
808,Adway Paul,Good camera but worst interface and app.,4.0 out of 5 stars,"  Continuous recording not present after update, only records when motion detected. Few seconds clip only. No option to view on pc. Always need a phone and that dumb app."
809,ramchandra rane,Excellent quality at low price tag,5.0 out of 5 stars,  Excellent product
810,Sreejith PS,Stopped Working After 1 month,1.0 out of 5 stars,  Camera Stopped working after one month of use. I have tried to reset the camera. But now this is guiding the installation process in chinese.
811,YOGESH VERMA,Good & easy to use !,4.0 out of 5 stars,  Good product ! Clear picture quality ! Amazing features ! Easy to use and operate ! Value for money ₹2500/- !
812,Amazon Customer,Camera is not woking- plz help,1.0 out of 5 stars,  Only yellow light is appearing after switching on. Not performance at all. Plz help. Its about security of my family.
813,Amit soneja,Not happy,1.0 out of 5 stars,  Faced problem installing. There is no on site help . Thank fully only ordered 1 instead of 4 required.Company can not have samePolicy forMobile and for cameras
814,DON,Best value for your money.,5.0 out of 5 stars,  You will not find a better camera than this at 3 times this one's cost. Works perfectly on WiFi and offline too. I have installed 3 of these at home.
815,Akash Joshi,Good for normal shop office home its good,4.0 out of 5 stars,  Good product  for normal  home and for shop or small office use best products  for home small office and shop you can try money  worth but connectivity  is bit complicated  for non tech person
816,Rajeev Singh,Mi,5.0 out of 5 stars,  its work perfectly.some time its miss to notify you motion detection.while opening in app is initialization will take long time.
817,M.Amizhthan.,Amazing,4.0 out of 5 stars,  package was opened when i receive this product... worst delivery... But camera quality is super and very useful. picture quality is nice. setup is easy. overall good security camera at this budget...
818,Saurabh Gupta,Vaue for money,5.0 out of 5 stars,  Amazing product. Totally value for money. Much better then installing cctv where only 1 or 2 cameras are required.
819,mahesh malaney,Camera MP,5.0 out of 5 stars,  This is not a 20 MP camera. No use. May be it's less than 2 MP. Misleading information in the description and specs.
820,kunal nigam,a must buy,5.0 out of 5 stars,  A must have device in this price range
821,Arun Jain,Worth your money,5.0 out of 5 stars,  A good security camera in very reasonable price.
822,Chris Jose,Best portable cam.,5.0 out of 5 stars,"  Good for external use, require uninterrupted power supply and wifi. Very flexible to use."
823,Sailesh,Great camera,5.0 out of 5 stars,  Must have for your home easy to use with good resolution.
824,Arendra Kumar,good product,4.0 out of 5 stars,  not that easy to install but once you have done its good for a long.
825,valay,Great Quality but Requires more expandable storage.,4.0 out of 5 stars,  Quality wise product is awesome and also having great durability. There is dislike about storage: Need at least 256 or 128 GB of expandable storage.
826,Garima Mehta,Good quality product!,5.0 out of 5 stars,  Good quality product!
827,RAJU,Good product,4.0 out of 5 stars,  Good product i like very much.price worth this product. One suggestion is more pixels want
828,Dr.vivek,Surely the Best for the price we pay....,5.0 out of 5 stars,  A really worth one - but can include a battery..
829,JAY,Very good camera,5.0 out of 5 stars,"  Good camera , easy set up process and good UI app. Video quality is  crisp clear. Alexa support is an added benefit"
830,Sartaj s.,Vs naam naam hi hai,4.0 out of 5 stars,"  Vdia thik a jina costly hai, ona kam ni krda, night quality very low, vs tym pass hi a, ony day working project, net comnicatin very high, 4g di high speed to bina chale ga ni"
831,sanjay k.,Great camera,5.0 out of 5 stars,  Works very well. Easy to set up
832,Abhishek,Nice product,5.0 out of 5 stars,  The manufacturer quality is really very good and its very useful gadget and its easy to connect
833,DP,"Constantly gets ""offline"" and needs manual restart",1.0 out of 5 stars,"  The camera has good quality in terms of build and performance while it works, yet it gets ""offline"" VERY often, becoming useless and needing to be manually restarted. Pointless, look for other brands"
834,Rajbir singh,Paisa vasool product,5.0 out of 5 stars,"  Nice product in 2699 its true hd camera and work very well, easy installation process , use only 64 gb class 10 card . Good canera for room, small shops etc"
835,pks,iPhone connectivity not there,1.0 out of 5 stars,  Does not connect to iPhone
836,Amazon Customer,Nice,4.0 out of 5 stars,  Night Mode is very Cool only 1 problem there is no software to use in PC. you can use in phone only.
837,SANTOSH,good in wifi 360 cam but can view only with MI acount and without internet its useless,5.0 out of 5 stars,"  good in wifi 360 cam but can view only with MI acount and without internet its useless there is no option to connect by laptop,over all product is satisfactory..............."
838,dithesh,Average quality. Don’t buy,1.0 out of 5 stars,  Gets turned off automatically. Not up to the mark.
839,Isha,Loved this camera,5.0 out of 5 stars,  Loved this camera. So handy. Also can be set up in 5 mins no wire work. Such clear night vision and even the picture quality is great.
840,sanu u.,Defective product,2.0 out of 5 stars,"  Defective product,audio not recording.I got same product from mi store before 1year.Till it's working.This is my second camera, return also closed"
841,RAHUL KUMAR,Amazing product,5.0 out of 5 stars,  Best for home security with stagnant internet connection.
842,vivek diwan,worth the money,5.0 out of 5 stars,  worth every penny!!!
843,the rockkkks,Good camera,5.0 out of 5 stars,  it is good in this price segment
844,Amazon Customer,Good Quality,5.0 out of 5 stars,  A good product. Worth the value. Good Quality and easy Setup.
845,Rakesh R.,Camera speaker volume toooo low,3.0 out of 5 stars,  The only reason to dislike the camera is voice quality of talk back feature. The speaker in the camera is too low for one to hear anything. The feature cannot be used by me.
846,ViNaY,Excellent Product,5.0 out of 5 stars,  Easy to use
847,Purushotam,Not saving in memory without Wi-Fi,3.0 out of 5 stars,  Without Wi-Fi not working not saving is memory
848,AMIYA K,Latest technology reqd,4.0 out of 5 stars,  Sim card model requested
849,Niranjan,Awesome,5.0 out of 5 stars,  only it cant connect to NAS
850,Saykat Mukherjee,4star,4.0 out of 5 stars,"  Easy to install, good for home. This is my second IP camera. Comparing with my previous camera, MI sound output is low, reason why I give it 4star."
851,sandeep santoshi,Excellent product,4.0 out of 5 stars,  A Very good product under its segment. Excellent picture quality and very user friendly. No need to get any DVR or wire webs. 360 rotation is another wonderful experience.
852,Barney,One of the best home security product I bought.,5.0 out of 5 stars,"  This is amazing. For under 3000 bucks this has features loaded.In short; it’s a completely self contained unit with recording, night vision, zoom, storage, playback."
853,Anantha Narayanan,Worthy,5.0 out of 5 stars,  Excellent product with cheap rateQuality is too goodMotion detection option is very helpfulAlso easy to use and install...Negative is storage capacity
854,Pushp Raj,Very good product,5.0 out of 5 stars,  Nice product.
855,Kunal. Chatterjee,Great product,5.0 out of 5 stars,  Great product and great value
856,Vamshinath,Very good quality for home use,5.0 out of 5 stars,  Overall record quality and features are good
857,SabnaAmazon Customer,Good to go,5.0 out of 5 stars,  Using since 3months working perfectly indoor
858,Jerry Joseph,Good useful,5.0 out of 5 stars,  Very useful
859,NARESH,Great experience,5.0 out of 5 stars,"  It's very amazing camera, features are awesome, working superbRecommend to all"
860,Raihan Karim Mollick,Value For Money,4.0 out of 5 stars,  Value For Money
861,Fasalrahman,A quality product from mi family I like it,5.0 out of 5 stars,  Mi camera : good quality easy to use
862,Gaiku,Must use,5.0 out of 5 stars,  A Must use product......
863,Amazon Customer,I love this camera,5.0 out of 5 stars,  Very easy to install and so far working very well....delivery was prompt and packing was also good.....strongly recommend this product
864,chandan sharma,Very good cam at this price,4.0 out of 5 stars,  Nice and friendly app. Easy to maintain.features are great.
865,Alankritha,Full marks,5.0 out of 5 stars,  Just great..no flaws.
866,Ashish Kumar,Satisfao,4.0 out of 5 stars,  Under camera vision is an issue... Call volume is poor quality... overall good product is satisfactory.
867,Krishan Ghei,Problem with recording,1.0 out of 5 stars,  It hanged and never worked properly. Everytime I need to reboot the camera so that it starts recording.
868,Amazon Customer,Brilliant,5.0 out of 5 stars,  Brilliant
869,Amar G.,Nice product but camera is having problems,3.0 out of 5 stars,"  Nice product, while viewing on phone it gives unnessesary loud sound,  going to replace it"
870,Sachin Bansal,Great,5.0 out of 5 stars,  Just don’t think of anything else if u want an IP Cam
871,Ratan,Please think twice before you buy,1.0 out of 5 stars,  Please don't buy. i purchased it on 9th October 2019 and it stopped working on 29th November. The camera goes in to standby mode after 3 days.
872,shrayank,Bad voice quality,2.0 out of 5 stars,  2 way communication not at all possible.
873,Amazon Customer,Perfectly does the Job,5.0 out of 5 stars,  I bought this product for monitoring my infant. The setup was very easy. Picture quality is great. Only precondition is having a good internet connection for the device.
874,Imran Khan,Wi-Fi connection problem,3.0 out of 5 stars,  It's disconnecting from Wi-Fi frequently and there are no support from MI on this.
875,Kamaljit Singh,Beautifull camera,5.0 out of 5 stars,  Very amazing product
876,Prashanth,It just works!,5.0 out of 5 stars,  So far no issues
877,Naresh Balani,Good camera compare to other Chinese product,4.0 out of 5 stars,  Good camera work easily via app but video size is in big size need big memory card for more days video saving
878,Chatur,Better than my previous costlier cam,5.0 out of 5 stars,  Nice product.Easy to use and configure. Motion detection quite good.
879,Gagan Deep singh,Local market cost Rs.2500. But camera still very good,3.0 out of 5 stars,"  About 1yr use, ... camera quality very good but overprice. Local market Rs 2500..."
880,saravanan,Good but some problems,3.0 out of 5 stars,  Very dark in day light no adjustment for brightness and many times showing memory error I had put original Samsung card but some times it shows error
881,Akhilesh Mishra,Good,3.0 out of 5 stars,  Camera is very good but I give 3 star because no battery install and no way to transfer video back file in to mobile
882,Ajay patel,"Bought 3 camera , all are having SD card slot problem.",1.0 out of 5 stars,"  Bought 3 camera , all are having SD card slot problem."
883,Gurpreet Singh,Perfect,5.0 out of 5 stars,  Good as i think
884,M v narayana,You feel secure with this gadget,5.0 out of 5 stars,"  Excellent product, crisp picture, useful gadget."
885,Haresh Chande,Best Camera with best AI features,5.0 out of 5 stars,  High Quality with best AI features...Value for money....Best Camera for indoors...Cool design with 360 degree movement....
886,yugansh,Used for2 months. Totally waste of money,1.0 out of 5 stars,"  Require reset very week, software updates Very  bad support"
887,RATHEESH R KURUP,nice,5.0 out of 5 stars,  it good
888,Sumit,Very good,5.0 out of 5 stars,  Very good
889,Amazon Customer,Great,5.0 out of 5 stars,  Wonderful camera
890,Shimbhu indora,Perfect,5.0 out of 5 stars,"  Night vision, motion detection and perfect picture quality. Nice experience"
891,Naishad Chauhan,Good,5.0 out of 5 stars,  It's super se uper fantastic
892,sanjib Dey,Very good,5.0 out of 5 stars,  Very good products
893,Amazon Customer,An amazing product,5.0 out of 5 stars,  MI has changed the entire industry of Home camera. Such an amazing camera with multiple function will give you great satisfaction .Strongly recommended
894,Maruthu,Toy,1.0 out of 5 stars,  It detecting only flys and insects sometimes detect human. Motion detection will workwhen the theives given pose in front of the camera. Waste of money
895,JAIDEEP ARORA,very good,5.0 out of 5 stars,  very good
896,Usheer Singh Rana,"Good buy for homes, reception, shops etx",4.0 out of 5 stars,"  It's a top notch product,  the only issue I have faced is that it hangs (sometimes) when the lights go out and one has to manually reset it when the lights come back."
897,Spartan The Warrior,It's my take care of my baby,5.0 out of 5 stars,  This is my navigator when am out side
898,Amazon Customer,"Loved the quality, worth to the price",5.0 out of 5 stars,"  I did all possible research with available indoor camera, but there is no competitor to this product. Unmatchable quality."
899,Manoj,Best 360 camera,5.0 out of 5 stars,  Best deal
900,Kumaradas G S,GOOD,5.0 out of 5 stars,"  Motion detection, night vision & picture quality is very good"
901,rajendra,NO 1 IP CAMERA,5.0 out of 5 stars,  NO 1 IP CAMERA IN INDIA
902,Amazon Customer,Happy to have one!,5.0 out of 5 stars,  Worth the money. Good camera clarity and night vision. Motion detection I have not appreciated anytime yet.  Good call quality and sound. Totally satisfied.
903,Ajay,Best for this price,5.0 out of 5 stars,  Best cam for this price. Features are good and easy to install. You need to have router in your house for easy wifi connection. Motion detection is not so sensitive.
904,Gabbar is back,Good1,5.0 out of 5 stars,  Good1
905,sumanth,Excellent product,5.0 out of 5 stars,  Excellent product.....very easy to install and operate; ignores small object movements effectively; using 64gb....from one month able to store events of all days
906,Dika,The connection process and MI network sux,1.0 out of 5 stars,"  I simply cannot connect this device. MI store gave the error ""couldn't generate qr code"" ""check your network status"" etc."
907,Harpreet S.,good,5.0 out of 5 stars,  good
908,dinesh,Nice,5.0 out of 5 stars,  Nice
909,Divya,Good,5.0 out of 5 stars,  Good
910,dhruv singh,😌😌😌,3.0 out of 5 stars,  Note bad!!!
911,suhailcpt,Super,5.0 out of 5 stars,  In this price best one
912,karthik,Have a nice day,4.0 out of 5 stars,  Good
913,manish saini,Awesome product.,5.0 out of 5 stars,  Very easy to setup .
914,Nishant,Awesome,5.0 out of 5 stars,  Great product 👍
915,somashekhar,The Best product...,5.0 out of 5 stars,  If this device only theft how can I find those videos....? And if power went it ll not work. Only two problems for this device...Otherwise it is Wonderful....
916,sunil mittal,Superb product,5.0 out of 5 stars,  Very good camera for monitoring very useful in this price
917,GHANISH RAKHOLIYA,very good product,5.0 out of 5 stars,  this is what we expect from xiaomi ....very good at this price point
